countries,Year,Territorial GHG emissions [t],Residential GHG emissions [t],Transfer GHG emissions [t],Footprint GHG emissions [t],GDP [MIO_EURO],Population,As [t],Pb [t],NOx [t],SOx [t],NH3 [t],PM2.5 [t],PM10 [t],NMVOC [t],Cd [t],Hg [t],Cr [t],Ni [t],External costs (Territorial & Low GHG with VOLY) scenario [Euro],External costs (Territorial & Low GHG with VSL) scenario [Euro],External costs (Territorial & Central GHG with VOLY) scenario [Euro],External costs (Territorial & Central GHG with VSL) scenario [Euro],External costs (Territorial & High GHG with VOLY) scenario [Euro],External costs (Territorial & High GHG with VSL) scenario [Euro],External costs (Residential & Low GHG with VOLY) scenario [Euro],External costs (Residential & Low GHG with VSL) scenario [Euro],External costs (Residential & Central GHG with VOLY) scenario [Euro],External costs (Residential & Central GHG with VSL) scenario [Euro],External costs (Residential & High GHG with VOLY) scenario [Euro],External costs (Residential & High GHG with VSL) scenario [Euro],External costs (Footprint & Low GHG with VOLY) scenario [Euro],External costs (Footprint & Low GHG with VSL) scenario [Euro],External costs (Footprint & Central GHG with VOLY) scenario [Euro],External costs (Footprint & Central GHG with VSL) scenario [Euro],External costs (Footprint & High GHG with VOLY) scenario [Euro],External costs (Footprint & High GHG with VSL) scenario [Euro],GDP [EURO]
France,2001,517744330.0,,-107775100.0,,1538200.0,60979315.0,15.0,233.0,1776190.0,560202.0,663496.0,373164.0,475879.0,2081089.0,13.0,11.0,86.0,182.0,155272678784.0,401818354848.0,177017940644.0,423563616708.0,393952814914.0,640498490978.0,,,,,,,,,,,,,1538200000000.0
Croatia,2001,18899520.0,,-3710600.0,,25931.7,4295406.0,1.0,111.0,87950.0,59052.0,41936.0,38626.0,49730.0,102011.0,1.0,0.0,4.0,12.0,12696474762.0,31622990407.0,13490254602.0,32416770247.0,21409153482.0,40335669127.0,,,,,,,,,,,,,25931700000.0
Hungary,2001,74417160.0,79842802.93,-16687999.999999998,96530802.93,60012.9,10200298.0,3.0,22.0,188831.0,346418.0,85900.0,51745.0,77463.0,190420.0,2.0,2.0,13.0,14.0,28395022144.0,79777116071.0,31520542864.0,82902636791.0,62701332904.0,114083426831.0,28736837648.59,80118931575.59,32090235371.65,83472329298.65,65544369799.32001,116926463726.32,29788181648.59,81170275575.59,33842475371.65,85224569298.65,74288881799.32,125670975726.32,60012900000.0
Ireland,2001,80232300.0,,-9053800.0,,122089.2,3832783.0,2.0,16.0,180072.0,142353.0,120836.0,19197.0,40306.0,124283.0,0.0,0.0,5.0,31.0,12954504544.0,26472196468.0,16324261144.0,29841953068.0,49941594844.0,63459286768.0,,,,,,,,,,,,,122089200000.0
Italy,2001,530039930.0,,-91745500.0,,1304136.8,56960692.0,40.0,757.0,1476119.0,704729.0,456291.0,197050.0,289725.0,1561342.0,10.0,14.0,57.0,111.0,205827477985.0,581672580831.0,228089155045.0,603934257891.0,450175885715.0,826020988561.0,,,,,,,,,,,,,1304136800000.0
Lithuania,2001,12992250.0,,-7521400.0,,13664.6,3486998.0,0.0,3.0,62793.0,42379.0,34002.0,7103.0,8704.0,58316.0,0.0,0.0,1.0,10.0,2025429713.0,4689072715.0,2571104213.0,5234747215.0,8014856963.0,10678499965.0,,,,,,,,,,,,,13664600000.0
Latvia,2001,-1578030.0,,-6218700.0,,9374.4,2353384.0,15.0,154.0,46685.0,14319.0,15189.0,28106.0,32810.0,56127.0,1.0,0.0,3.0,7.0,7040832259.0,11747238298.0,6974554999.0,11680961038.0,6313360429.0,11019766468.0,,,,,,,,,,,,,9374400000.0
Malta,2001,3023580.0,3233324.85,-2082100.0,5315424.85,4565.5,391415.0,0.0,1.0,8465.0,11576.0,2095.0,792.0,1322.0,4697.0,0.0,0.0,0.0,6.0,461849124.0,923320554.0,588839484.0,1050310914.0,1855719504.0,2317190934.0,475063049.55,936534479.55,610862693.25,1072334123.25,1965625805.4,2427097235.4,606235349.55,1067706779.55,829483193.25,1290954623.25,3056646205.3999996,3518117635.3999996,4565500000.0
Netherlands,2001,226838780.0,241550126.81,49787400.0,191762726.81,481881.0,15987075.0,1.0,32.0,482476.0,79715.0,167265.0,33428.0,48003.0,310465.0,3.0,1.0,5.0,24.0,43097441166.0,104730803256.0,52624669926.0,114258032016.0,147670118746.0,209303480836.0,44024256015.03,105657618105.03,54169361341.05,115802723431.05,155378864474.44,217012226564.44,40887649815.03,102521011905.03,48941684341.05,110575046431.05,129290266874.44,190923628964.44,481881000000.0
Norway,2001,35723930.0,,,,194660.8,4503436.0,2.0,10.0,212632.0,25234.0,30327.0,41336.0,51423.0,423801.0,1.0,1.0,8.0,0.0,5909018270.588236,11809883350.588236,7409423330.588235,13310288410.588234,22377750000.588234,28278615080.588234,,,,,,,,,,,,,194660800000.0
Poland,2001,366196620.0,,18076200.0,,212834.1,38253955.0,24.0,271.0,843137.0,1282476.0,337785.0,304686.0,417583.0,797635.0,10.0,11.0,41.0,116.0,93177494518.0,212459691019.0,108557752558.0,227839949059.0,261994136338.0,381276332839.0,,,,,,,,,,,,,212834100000.0
Portugal,2001,73774260.0,83570990.66,-48227200.0,131798190.66,135775.0,10330774.0,4.0,32.0,297989.0,277393.0,70367.0,62889.0,86870.0,221830.0,3.0,2.0,12.0,112.0,20680973534.0,55710600556.0,23779492454.0,58809119476.0,54690907394.0,89720534416.0,21298167565.58,56327794587.58,24808149173.3,59837776195.3,59824394259.84,94854021281.84,24336481165.58,59366108187.58,29872005173.3,64901632195.3,85095447059.84,120125074081.84,135775000000.0
Romania,2001,112096410.0,,2678800.0,,45143.6,22430457.0,6.0,51.0,329646.0,509391.0,170075.0,86936.0,121315.0,297211.0,3.0,3.0,15.0,42.0,38564344105.0,103618424130.0,43272393325.0,108326473350.0,90240789115.0,155294869140.0,,,,,,,,,,,,,45143600000.0
Sweden,2001,20033100.0,,-24186200.0,,270524.5,8882792.0,1.0,17.0,212192.0,41269.0,59109.0,32506.0,51478.0,212390.0,1.0,1.0,8.0,18.0,4996010087.0,11596495870.0,5837400287.0,12437886070.0,14231269187.0,20831754970.0,,,,,,,,,,,,,270524500000.0
Slovenia,2001,13791500.0,,-3828400.0,,23249.1,1990094.0,1.0,7.0,59322.0,63302.0,22209.0,16354.0,20199.0,55347.0,1.0,0.0,2.0,3.0,8592007464.0,25566401981.0,9171250464.0,26145644981.0,14949888964.0,31924283481.0,,,,,,,,,,,,,23249100000.0
Slovakia,2001,42609460.0,51341080.04,-5139100.0,56480180.04,23909.8,5378783.0,2.0,37.0,111789.0,123128.0,34404.0,42860.0,53243.0,145735.0,1.0,1.0,3.0,3.0,15830985786.0,39705926973.0,17620583106.0,41495524293.0,35473946846.0,59348888033.0,16381077848.52,40256019035.520004,18537403210.2,42412344397.2,40049315746.96,63924256933.96,16704841148.52,40579782335.520004,19077008710.2,42951949897.2,42742204146.96,66617145333.96,23909800000.0
Belgium,2002,145307850.0,,-67104800.0,,273255.9,10309725.0,4.0,90.0,337604.0,157016.0,90300.0,36387.0,49744.0,213318.0,2.0,4.0,20.0,35.0,42972171265.0,111968461835.0,49075100965.0,118071391535.0,109959090115.0,178955380685.0,,,,,,,,,,,,,273255900000.00003
Bulgaria,2002,43029920.0,,2868600.0,,17478.3,7868815.0,10.0,156.0,176588.0,928595.0,41638.0,37153.0,63883.0,119395.0,5.0,2.0,12.0,27.0,32324596138.0,86075954554.0,34131852778.0,87883211194.0,52161389258.0,105912747674.0,,,,,,,,,,,,,17478300000.0
Cyprus,2002,8378249.999999999,,-1189300.0,,12082.9,705539.0,0.0,18.0,22186.0,45423.0,7445.0,2131.0,4048.0,13787.0,0.0,0.0,1.0,10.0,1919387863.0,2631479478.0,2271274363.0,2983365978.0,5781761112.999999,6493852727.999999,,,,,,,,,,,,,12082900000.0
Czechia,2002,139178980.0,,-932990.0,,87358.2,10201182.0,3.0,97.0,301666.0,223371.0,80008.0,47525.0,65164.0,295750.0,2.0,3.0,12.0,13.0,33999062984.0,81473214038.0,39844580144.0,87318731198.0,98160572764.0,145634723818.0,,,,,,,,,,,,,87358200000.0
Germany,2002,1055511260.0,1075046875.96,-128168600.0,1203215475.96,2198120.0,82440309.0,8.0,303.0,1750308.0,558976.0,625080.0,152693.0,280521.0,1625112.0,16.0,17.0,79.0,152.0,180454933428.0,430949000754.0,224786406348.0,475280473674.0,667045624288.0,917539691614.0,181685677233.48,432179744559.48,226837646023.8,477331713349.8,677282287051.04,927776354377.04,189760299033.47998,440254366359.48,240295349023.8,490789416349.8,744442633451.04,994936700777.04,2198120000000.0
Denmark,2002,78821140.0,95270657.26,-10910600.0,106181257.26,189794.9,5368354.0,1.0,21.0,212492.0,28514.0,98402.0,19906.0,31463.0,166360.0,1.0,1.0,2.0,8.0,10456051877.0,20560936561.0,13766539757.0,23871424441.0,46792597417.0,56897482101.0,11492371464.380001,21597256148.38,15493739069.300001,25598623753.300003,55412144461.240005,65517029145.240005,12179739264.380001,22284623948.38,16639352069.300001,26744236753.300003,61129298861.240005,71234183545.24,189794900000.0
Estonia,2002,12703990.0,,-4450900.0,,7822.6,1383510.0,5.0,24.0,47918.0,85645.0,8183.0,11096.0,22885.0,33915.0,1.0,0.0,6.0,5.0,2403616125.0,3596885403.0,2937183705.0,4130452983.0,8260155515.0,9453424793.0,,,,,,,,,,,,,7822600000.0
Greece,2002,124757580.0,,-4451000.0,,163460.8,10888274.0,3.0,65.0,451541.0,525177.0,75057.0,68663.0,132667.0,323512.0,9.0,3.0,7.0,52.0,29112257922.0,69755166426.0,34352076282.0,74994984786.0,86625502302.0,127268410806.0,,,,,,,,,,,,,163460800000.0
Spain,2002,356375700.0,,-26907400.0,,749552.0,41035278.0,11.0,150.0,1325141.0,1473803.0,565988.0,172114.0,284364.0,843841.0,15.0,9.0,36.0,224.0,108478403395.0,280228256173.0,123446182795.0,295196035573.0,272767601095.0,444517453873.0,,,,,,,,,,,,,749552000000.0
Finland,2002,51637650.0,,-16522200.000000002,,148486.0,5194901.0,4.0,31.0,242541.0,90387.0,37776.0,26856.0,44064.0,168003.0,1.0,1.0,39.0,38.0,7461007531.0,13946361964.0,9629788831.0,16115143264.0,31265964181.0,37751318614.0,,,,,,,,,,,,,148486000000.0
France,2002,501443610.0,,-104752000.0,,1587829.0,61424036.0,15.0,229.0,1732176.0,516302.0,649254.0,352047.0,452132.0,1965015.0,12.0,10.0,61.0,157.0,148626950157.0,383760764226.0,169687581777.0,404821395846.0,379792454367.0,614926268436.0,,,,,,,,,,,,,1587829000000.0
Croatia,2002,19684210.0,,-4318300.0,,28761.2,4305494.0,1.0,68.0,90762.0,63116.0,40420.0,38399.0,53109.0,104533.0,1.0,1.0,4.0,13.0,11592729165.0,31080537847.0,12419465985.0,31907274667.0,20667149975.0,40154958657.0,,,,,,,,,,,,,28761200000.0
Hungary,2002,73414880.0,78190373.12,-16033900.0,94224273.12,71756.1,10174853.0,3.0,23.0,181372.0,272414.0,86167.0,37777.0,60529.0,177091.0,2.0,2.0,13.0,8.0,24450058078.0,66913675685.0,27533483038.0,69997100645.0,58294317758.0,100757935365.0,24750914144.56,67214531751.56,28034909815.6,70498527422.6,60796676152.880005,103260293759.88,25761049844.56,68224667451.56,29718469315.6,72182086922.6,69198439752.88,111662057359.88,71756100000.0
Ireland,2002,78275290.0,,-11918800.0,,135997.6,3899702.0,2.0,15.0,172697.0,106728.0,121237.0,18483.0,39371.0,124189.0,0.0,0.0,5.0,25.0,11740289866.0,23259405888.0,15027852046.0,26546968068.0,47825198556.0,59344314578.0,,,,,,,,,,,,,135997600000.0
Italy,2002,531633100.0,,-97839100.0,,1350258.9,56987507.0,36.0,295.0,1418972.0,623456.0,444760.0,181425.0,401652.0,1466289.0,8.0,14.0,58.0,115.0,195311301108.0,583783172308.0,217639891308.0,606111762508.0,440394160208.0,828866031408.0,,,,,,,,,,,,,1350258900000.0
Lithuania,2002,14304520.0,,-6690800.0,,15153.3,3454637.0,0.0,3.0,64349.0,37997.0,35998.0,7793.0,9616.0,59301.0,0.0,0.0,1.0,10.0,2116774005.0,4809560484.0,2717563845.0,5410350324.0,8711157725.0,11403944204.0,,,,,,,,,,,,,15153300000.0
Latvia,2002,106410.0,,-6046400.0,,10168.7,2320956.0,15.0,155.0,45466.0,13016.0,15158.0,27722.0,32569.0,55146.0,1.0,0.0,3.0,7.0,7147628289.0,11770629081.0,7152097509.0,11775098301.0,7196683299.0,11819684091.0,,,,,,,,,,,,,10168700000.0
Malta,2002,3068100.0,3237769.81,-2317200.0,5554969.8100000005,4740.9,394641.0,0.0,1.0,8438.0,11218.0,2019.0,780.0,1258.0,4564.0,0.0,0.0,0.0,6.0,457282764.0,904829586.0,586142964.0,1033689786.0,1871676864.0,2319223686.0,467971962.03,915518784.03,603958294.05,1051505116.05,1960583844.44,2408130666.44,613955562.03,1061502384.03,847264294.0500001,1294811116.0500002,3174796644.44,3622343466.44,4740900000.0
Netherlands,2002,224444270.0,238591814.25,44717500.0,193874314.25,501137.0,16105285.0,1.0,36.0,465563.0,72023.0,159972.0,31622.0,46580.0,294741.0,4.0,1.0,5.0,12.0,41996957346.0,100790493370.0,51423616686.0,110217152710.0,145465765816.0,204259301840.0,42888252633.75,101681788657.75,52909108832.25,111702644856.25,152879079003.0,211672615027.0,40071050133.75,98864586157.75,48213771332.25,107007307356.25,129447109003.0,188240645027.0,501137000000.0
Norway,2002,33418770.000000004,,,,208313.8,4524066.0,2.0,11.0,207220.0,22846.0,30545.0,41868.0,51782.0,380876.0,1.0,1.0,7.0,0.0,5748875759.470589,11563321698.470589,7152464099.470589,12966910038.470589,21154928729.470592,26969374668.470592,,,,,,,,,,,,,208313800000.0
Poland,2002,347321060.0,,21285700.0,,210560.0,38242197.0,18.0,271.0,807910.0,1210558.0,330016.0,311162.0,422765.0,807023.0,9.0,10.0,40.0,112.0,90637212832.0,207736254280.0,105224697352.0,222323738800.0,250752221492.0,367851262940.0,,,,,,,,,,,,,210560000000.0
Portugal,2002,78654300.0,87895462.05,-44455100.0,132350562.05,142554.3,10394669.0,4.0,32.0,303597.0,276533.0,68274.0,63029.0,95108.0,216257.0,3.0,2.0,13.0,124.0,21383067197.0,57386497886.0,24686547797.0,60689978486.0,57642699497.0,93646130186.0,21965260406.15,57968691095.15,25656869812.25,61660300501.25,62485068411.2,98488499100.2,24765931706.15,60769362395.15,30324655312.25,66328086001.25,85779540811.2,121782971500.2,142554300000.0
Romania,2002,116089230.0,,3316700.0,,48695.7,21833483.0,6.0,58.0,335854.0,509055.0,176038.0,89889.0,123656.0,299427.0,3.0,3.0,17.0,34.0,39523468771.0,105678947695.0,44399216431.0,110554695355.0,93040603801.0,159196082725.0,,,,,,,,,,,,,48695700000.0
Sweden,2002,21644820.0,,-25261200.0,,283627.1,8909128.0,1.0,14.0,204502.0,41332.0,58604.0,31702.0,50530.0,207793.0,1.0,1.0,9.0,19.0,4933039439.0,11372555980.0,5842121879.0,12281638420.0,14911301459.0,21350818000.0,,,,,,,,,,,,,283627100000.0
Slovenia,2002,12952960.0,,-2950200.0,,24972.4,1994026.0,1.0,6.0,58526.0,62771.0,22753.0,14050.0,17967.0,51381.0,1.0,0.0,2.0,3.0,8050250787.0,23967483168.0,8594275107.0,24511507488.0,14021565347.0,29938797728.0,,,,,,,,,,,,,24972400000.0
Slovakia,2002,40749960.0,49961718.94,-3786900.0,53748618.94,26340.7,5378951.0,2.0,38.0,104997.0,99306.0,35624.0,32459.0,42800.0,132747.0,1.0,1.0,3.0,2.0,13853121867.0,33878324801.0,15564620187.0,35589823121.0,32638853427.0,52664056361.0,14433462680.22,34458665614.22,16531854875.7,36557057809.7,37465815111.56,57491018045.56,14672037380.22,34697240314.22,16929479375.7,36954682309.7,39450150711.56,59475353645.56,26340700000.0
Belgium,2003,145730320.0,,-78444300.0,,281200.2,10355844.0,3.0,87.0,334273.0,151996.0,86298.0,36771.0,50440.0,203055.0,2.0,4.0,21.0,36.0,42486149924.0,110560318311.0,48606823364.0,116680991751.0,109667827444.0,177741995831.0,,,,,,,,,,,,,281200200000.0
Bulgaria,2003,48376220.0,,4180700.0,,18798.3,7805506.0,12.0,158.0,186255.0,1007389.0,43087.0,39979.0,66309.0,122856.0,5.0,3.0,14.0,29.0,34468060573.0,92017820723.0,36499861813.0,94049621963.0,56769497993.0,114319258143.0,,,,,,,,,,,,,18798300000.0
Cyprus,2003,8756580.0,,-1016000.0,,12871.3,713720.0,0.0,16.0,22478.0,46996.0,7243.0,2143.0,4036.0,14703.0,0.0,0.0,1.0,11.0,1896127945.0,2621389523.0,2263904305.0,2989165883.0,5932911325.0,6658172903.0,,,,,,,,,,,,,12871300000.0
Czechia,2003,142957050.0,,6661800.0,,88659.5,10192649.0,3.0,82.0,304816.0,218363.0,77790.0,47608.0,64762.0,292172.0,2.0,3.0,12.0,14.0,33567083902.0,80649544801.0,39571280002.0,86653740901.0,99470283952.0,146552744851.0,,,,,,,,,,,,,88659500000.0
Germany,2003,1046729510.0,1074311045.52,-167407000.0,1241718045.52,2211570.0,82536680.0,8.0,271.0,1707899.0,531577.0,621878.0,146332.0,266613.0,1542804.0,15.0,16.0,79.0,172.0,175424598919.0,417929905270.0,219387238339.0,461892544690.0,657966903029.0,900472209380.0,177162235656.76,419667542007.76,222283299568.59998,464788605919.6,672419627641.48,914924933992.48,187708876656.76,430214183007.76,239861034568.59998,482366340919.6,760140895641.48,1002646201992.48,2211570000000.0
Denmark,2003,83596920.0,104138121.69,-6962000.0,111100121.69,193353.4,5383507.0,1.0,22.0,221750.0,35374.0,96986.0,20808.0,31371.0,162695.0,1.0,1.0,2.0,8.0,10998193210.0,21564032092.0,14509263850.0,25075102732.0,49536373330.0,60102212212.0,12292288916.470001,22858127798.47,16666090027.449999,27231928909.449997,60299963015.56,70865801897.56,12730894916.470001,23296733798.47,17397100027.449997,27962938909.449997,63948051015.56,74513889897.56,193353400000.0
Estonia,2003,14969930.0,,-3438800.0,,8744.4,1375190.0,4.0,17.0,48793.0,99626.0,8872.0,9947.0,20798.0,32833.0,1.0,0.0,6.0,5.0,2325135884.0,3544872421.0,2953872944.0,4173609481.0,9226273614.0,10446010151.0,,,,,,,,,,,,,8744400000.0
Greece,2003,128857290.0,,11753800.0,,178904.9,10915770.0,3.0,65.0,461246.0,532390.0,74715.0,68071.0,127924.0,334992.0,9.0,3.0,7.0,53.0,29384672507.0,70026812376.0,34796678687.0,75438818556.0,88787883197.0,129430023066.0,,,,,,,,,,,,,178904900000.0
Spain,2003,364050480.0,,-22318100.0,,802266.0,41827838.0,10.0,151.0,1332005.0,1221980.0,571841.0,187589.0,303020.0,779755.0,14.0,8.0,33.0,177.0,104899048992.0,268166049085.0,120189169152.0,283456169245.0,272726320272.0,435993320365.0,,,,,,,,,,,,,802266000000.0
Finland,2003,58720750.0,,-16785000.0,,151749.0,5206295.0,4.0,25.0,249025.0,101105.0,38980.0,27148.0,45039.0,163833.0,1.0,1.0,29.0,35.0,7788533019.0,14517777687.0,10254804519.0,16984049187.0,34858798769.0,41588043437.0,,,,,,,,,,,,,151749000000.0
France,2003,501047710.0,,-109137200.0,,1630666.0,61864088.0,13.0,178.0,1682068.0,497879.0,632870.0,361789.0,463382.0,1940595.0,9.0,7.0,53.0,150.0,145516671950.0,378883686590.0,166560675770.0,399927690410.0,376499666260.0,609866680900.0,,,,,,,,,,,,,1630666000000.0
Croatia,2003,21970060.0,,-2103300.0,,31025.7,4305384.0,1.0,33.0,90069.0,63759.0,40870.0,43671.0,60567.0,108259.0,1.0,1.0,4.0,16.0,11164527488.0,32086974017.0,12087270008.0,33009716537.0,21292725148.0,42215171677.0,,,,,,,,,,,,,31025700000.0
Hungary,2003,73933250.0,81044430.06,-19621900.0,100666330.06,75427.8,10142362.0,3.0,24.0,185165.0,246112.0,87223.0,46372.0,72166.0,181475.0,2.0,2.0,13.0,7.0,25243868848.0,69522213448.0,28349065348.0,72627409948.0,59327097098.0,103605441698.0,25691873191.78,69970217791.78,29095739254.3,73374083854.3,63053355449.44,107331700049.44,26928052891.78,71206397491.78,31156038754.300003,75434383354.3,73335231049.44,117613575649.44,75427800000.0
Ireland,2003,79242350.0,,-26423100.0,,145576.4,3964191.0,2.0,15.0,171703.0,82713.0,121258.0,18301.0,40812.0,122493.0,0.0,0.0,4.0,20.0,11156578307.0,21450981587.0,14484757007.0,24779160287.0,47687301657.0,57981704937.0,,,,,,,,,,,,,145576400000.0
Italy,2003,559110080.0,,-95688200.0,,1394693.2,57130506.0,37.0,301.0,1398488.0,525818.0,444176.0,184915.0,270376.0,1446410.0,8.0,15.0,60.0,117.0,180413876098.0,525556317486.0,203896499458.0,549038940846.0,438163622978.0,783306064366.0,,,,,,,,,,,,,1394693200000.0
Lithuania,2003,15234480.0,,-9970000.0,,16650.2,3431497.0,0.0,3.0,61521.0,24955.0,37187.0,7659.0,9444.0,59001.0,0.0,0.0,1.0,9.0,2061021900.0,4491226204.0,2700870060.0,5131074364.0,9084117180.0,11514321484.0,,,,,,,,,,,,,16650200000.0
Latvia,2003,708660.0,,-6870400.0,,10499.6,2299390.0,16.0,168.0,47217.0,11366.0,15302.0,29019.0,34231.0,54611.0,1.0,0.0,3.0,7.0,7679037874.0,12465206967.0,7708801594.0,12494970687.0,8005730134.0,12791899227.0,,,,,,,,,,,,,10499600000.0
Malta,2003,3290340.0,3460149.28,-1499700.0,4959849.279999999,4823.5,397296.0,0.0,1.0,8747.0,11687.0,1847.0,788.0,1220.0,4484.0,0.0,0.0,0.0,6.0,468421343.0,911378238.0,606615623.0,1049572518.0,1985268083.0,2428224978.0,479119327.64,922076222.64,624445597.4,1067402492.4,2074248145.7199998,2517205040.72,573600427.64,1016557322.64,781914097.3999999,1224870992.3999999,2860090945.72,3303047840.72,4823500000.0
Netherlands,2003,225490910.0,239450629.19,-2863500.0,242314129.19,512810.0,16192572.0,1.0,32.0,461475.0,67347.0,156913.0,31071.0,44745.0,288102.0,4.0,1.0,5.0,13.0,41353318709.0,98870349790.0,50823936929.0,108340968010.0,145304628219.0,202821659300.0,42232781017.97,99749812098.97,52289707443.95,109806738524.95,152619521074.56,210136552155.56,42413181517.97,99930212598.97,52590374943.95,110107406024.95,154119995074.56,211637026155.56,512810000000.0
Norway,2003,32458880.0,,1640400.0,,202928.2,4552252.0,2.0,11.0,208991.0,22914.0,31651.0,38591.0,48146.0,333934.0,1.0,1.0,5.0,0.0,5562828882.411764,11165882018.411764,6926101842.411764,12529154978.411764,20526372562.411766,26129425698.411766,,,,,,,,,,,,,202928200000.0
Poland,2003,358568030.0,,34238800.0,,192552.1,38218531.0,18.0,289.0,817524.0,1168716.0,315928.0,303604.0,413443.0,773746.0,10.0,10.0,42.0,112.0,90661182350.0,204842790004.0,105721039610.0,219902647264.0,255961044180.0,370142651834.0,,,,,,,,,,,,,192552100000.0
Portugal,2003,86420500.0,83113419.72,-47640300.0,130753719.72,146067.9,10444592.0,4.0,32.0,279136.0,184645.0,64592.0,60055.0,84169.0,205607.0,2.0,2.0,11.0,91.0,19777610117.0,51197302379.0,23407271117.0,54826963379.0,59617460617.0,91037152879.0,19569264059.36,50988956321.36,23060027687.6,54479719949.6,57884550550.28,89304242812.28,22570602959.36,53990295221.36,28062259187.6,59481951449.6,82848067750.28,114267760012.28,146067900000.0
Romania,2003,121375880.0,,6262100.0,,51108.5,21627509.0,7.0,62.0,341395.0,587861.0,179040.0,105903.0,144041.0,314893.0,3.0,3.0,18.0,32.0,43628952865.0,117880311566.0,48726739825.0,122978098526.0,99583233545.0,173834592246.0,,,,,,,,,,,,,51108500000.0
Sweden,2003,24764660.0,,-30606600.0,,296305.5,8940788.0,1.0,14.0,200384.0,41065.0,58612.0,32180.0,51270.0,207956.0,1.0,1.0,7.0,19.0,5115282912.0,11532368769.0,6155398632.0,12572484489.0,16531791172.0,22948877029.0,,,,,,,,,,,,,296305500000.0
Slovenia,2003,12928290.0,,-2658300.0,,26247.5,1995033.0,1.0,6.0,55260.0,59839.0,21513.0,14563.0,18586.0,50876.0,1.0,0.0,2.0,3.0,7955762355.0,23652626534.0,8498750535.0,24195614714.0,13915704045.0,29612568224.0,,,,,,,,,,,,,26247500000.0
Slovakia,2003,41419370.0,50063025.37,-1614600.0,51677625.37,30119.1,5374873.0,2.0,15.0,102824.0,102083.0,33990.0,32081.0,41886.0,132208.0,1.0,1.0,3.0,2.0,13035264729.0,32830851415.0,14774878269.0,34570464955.0,32129594299.0,51925180985.0,13579815017.31,33375401703.31,15682462082.849998,35478048768.85,36658869712.88,56454456398.88,13681534817.31,33477121503.31,15851995082.849998,35647581768.85,37504920112.88,57300506798.88,30119100000.0
Belgium,2004,146818300.0,,-89889400.0,,296819.7,10396421.0,3.0,96.0,345253.0,154695.0,81329.0,36591.0,49886.0,190816.0,3.0,4.0,22.0,38.0,43015895257.0,111097562126.0,49182263857.0,117263930726.0,110699131557.0,178780798426.0,,,,,,,,,,,,,296819700000.0
Bulgaria,2004,46705850.0,,3771500.0,,21093.2,7745147.0,11.0,42.0,183982.0,966234.0,44331.0,39603.0,67161.0,111458.0,6.0,3.0,14.0,26.0,30137658903.0,86409734577.0,32099304603.0,88371380277.0,51669055753.0,107941131427.0,,,,,,,,,,,,,21093200000.0
Cyprus,2004,8960200.0,,-1487500.0,,13937.9,722893.0,0.0,7.0,22300.0,40321.0,7090.0,2145.0,4044.0,15000.0,0.0,0.0,1.0,11.0,1543942640.0,2215552349.0,1920271040.0,2591880749.0,5674594840.0,6346204549.0,,,,,,,,,,,,,13937900000.0
Czechia,2004,143947300.0,,12833300.0,,96554.1,10195347.0,3.0,61.0,304732.0,215077.0,74424.0,47270.0,64757.0,282324.0,2.0,3.0,12.0,12.0,32675682494.0,79170562076.0,38721469094.0,85216348676.0,99035387794.0,145530267376.0,,,,,,,,,,,,,96554100000.0
Germany,2004,1022360500.0,1067160262.02,-165091100.0,1232251362.02,2262520.0,82531671.0,7.0,253.0,1663793.0,491741.0,605125.0,141255.0,258859.0,1538352.0,14.0,15.0,79.0,164.0,169585246384.0,403423650919.0,212524387384.0,446362791919.0,640893436884.0,874731841419.0,172407631391.26,406246035926.26,217228362396.09998,451066766931.1,664368512182.48,898206916717.48,182808370691.26,416646775226.26,234562927896.09998,468401332431.1,750876248582.48,984714653117.48,2262520000000.0
